subject	locus	est_counts	tpm
sample_26	HLA-B	47060.507897999996	1049.390698
sample_26	HLA-C	23569.788117	663.6112929999999
sample_26	HLA-DMA	1231.0014370000001	56.938797
sample_26	HLA-DMB	311.233764	8.783678
sample_26	HLA-DOA	418.000488	7.697628
sample_26	HLA-DOB	144.411153	5.719748
sample_26	HLA-DPA1	6585.007687	370.300891
sample_26	HLA-DPB1	5727.006685	318.48303899999996
sample_26	HLA-DQA1	10379.893001	561.398776
sample_26	HLA-DQB1	5714.5927520000005	127.522812
sample_26	HLA-DRA	27254.031811	882.67411
sample_26	HLA-DRB1	14562.702453	475.227599
sample_26	HLA-DRB5	6454.804384	192.62313
sample_26	HLA-E	13319.662428	286.838671
sample_26	HLA-F	2471.351756	67.581148
sample_26	HLA-G	94.758622	2.622855
sample_27	HLA-A	38301.235163	823.193342
sample_27	HLA-B	45764.822393	1043.7377700000002
sample_27	HLA-C	26164.028114	770.41751
sample_27	HLA-DMA	1326.005351	60.011127
sample_27	HLA-DMB	809.535574	22.776666
sample_27	HLA-DOA	328.001323	6.089966
sample_27	HLA-DOB	143.16805499999998	5.316146
sample_27	HLA-DPA1	6574.026526	399.894246
sample_27	HLA-DPB1	5138.020511	301.18483000000003
sample_27	HLA-DQA1	11905.299574	1173.328386
sample_27	HLA-DQB1	7149.021753	160.64255699999998
sample_27	HLA-DRA	29014.11707	931.160406
sample_27	HLA-DRB1	11903.381163	445.345103
sample_27	HLA-DRB5	3163.536072	95.144846
sample_27	HLA-E	6262.914779000001	132.563719
sample_27	HLA-F	4390.569138	123.705603
sample_27	HLA-G	203.810077	5.5350269999999995
sample_28	HLA-A	37663.336891	680.8106720000001
sample_28	HLA-B	78739.639664	1515.2691470000002
sample_28	HLA-C	35004.62342	826.393094
sample_28	HLA-DMA	3374.512338	132.91927099999998
sample_28	HLA-DMB	1582.554895	39.404088
sample_28	HLA-DOA	620.009704	5.60066
sample_28	HLA-DOB	1332.5144659999999	38.783356999999995
sample_28	HLA-DPA1	11458.179343	587.753194
sample_28	HLA-DPB1	9292.145441	434.123989
sample_28	HLA-DQA1	13743.822054	1410.120841
sample_28	HLA-DQB1	10980.3892	214.395678
sample_28	HLA-DRA	40984.641489	1196.977776
sample_28	HLA-DRB1	14258.746871	430.718823
sample_28	HLA-DRB5	15744.616088	406.83389
sample_28	HLA-E	12761.494743	233.907926
sample_28	HLA-F	3126.402532	74.148559
sample_28	HLA-G	76.575403	1.914421
sample_29	HLA-A	35106.430266	639.5212
sample_29	HLA-B	32747.279784000002	634.924606
sample_29	HLA-C	17216.775925	384.086008
sample_29	HLA-DMA	2926.0050770000003	116.909872
sample_29	HLA-DMB	760.758635	18.910765
sample_29	HLA-DOA	602.001045	5.430073
sample_29	HLA-DOB	359.36616399999997	9.883502
sample_29	HLA-DPA1	23956.041567	929.21095
sample_29	HLA-DPB1	19267.033431	910.1133990000001
sample_29	HLA-DQA1	16594.765919999998	1414.998219
sample_29	HLA-DQB1	7910.931337999999	154.756701
sample_29	HLA-DRA	77352.134218	2245.028767
sample_29	HLA-DRB1	30441.700511000003	903.462098
sample_29	HLA-DRB5	11547.783058	300.010512
sample_29	HLA-E	7475.165010000001	143.715198
sample_29	HLA-F	3361.100441	80.240198
sample_29	HLA-G	54.078847999999994	1.1830800000000001
sample_30	HLA-A	24999.357088999997	479.151905
sample_30	HLA-B	36585.366442	751.341738
sample_30	HLA-C	17641.277946000002	455.197071
sample_30	HLA-DMA	2271.048871	99.633564
sample_30	HLA-DMB	553.710653	14.424663
sample_30	HLA-DOA	235.005057	2.227147
sample_30	HLA-DOB	333.561225	11.089305999999999
sample_30	HLA-DPA1	16723.359872	668.944233
sample_30	HLA-DPB1	12756.274503999999	635.042832
sample_30	HLA-DQA1	10494.735542999999	1101.5467979999999
sample_30	HLA-DQB1	898.3310769999999	17.623231
sample_30	HLA-DRA	34656.745783	1054.622312
sample_30	HLA-DRB1	24876.278716	746.4469980000001
sample_30	HLA-DRB5	14800.145085	403.507736
sample_30	HLA-E	5438.780158	109.266946
sample_30	HLA-F	2412.4042809999996	61.262657
sample_30	HLA-G	45.202844	1.083409
sample_31	HLA-A	56600.812110000006	906.40024
sample_31	HLA-B	58504.478528	996.469995
sample_31	HLA-C	26705.198978999997	516.150619
sample_31	HLA-DMA	4326.003896	153.723276
sample_31	HLA-DMB	1259.758942	28.337259
sample_31	HLA-DOA	198.000178	1.608281
sample_31	HLA-DOB	755.5681169999999	18.899439
sample_31	HLA-DPA1	6193.005578	305.697293
sample_31	HLA-DPB1	8074.007272	320.191917
sample_31	HLA-DQA1	12646.367880999998	1022.4697
sample_31	HLA-DQB1	8466.568063	148.27016500000002
sample_31	HLA-DRA	62679.056453	1669.267196
sample_31	HLA-DRB1	34030.566603	814.7068750000001
sample_31	HLA-DRB5	6845.372006	156.251075
sample_31	HLA-E	9682.511197	155.33448099999998
sample_31	HLA-F	6979.566457	146.204818
sample_31	HLA-G	45.849585	0.879637
sample_32	HLA-A	75081.709603	1492.409359
sample_32	HLA-B	75070.358191	1596.5137789999999
sample_32	HLA-C	55650.701696	1474.937803
sample_32	HLA-DMA	4291.0123140000005	185.102137
sample_32	HLA-DMB	640.833124	17.202155
sample_32	HLA-DOA	749.002149	7.254204
sample_32	HLA-DOB	129.661861	3.78734
sample_32	HLA-DPA1	11293.032407	625.64679
sample_32	HLA-DPB1	11400.031042	630.5774580000001
sample_32	HLA-DQA1	17883.982795	1727.6205249999998
sample_32	HLA-DQB1	3748.635427	80.276596
sample_32	HLA-DRA	46529.13352	1446.67594
sample_32	HLA-DRB1	29271.398401000002	879.430405
sample_32	HLA-DRB5	4567.5560160000005	129.830633
sample_32	HLA-E	8805.308352	173.14974
sample_32	HLA-F	7463.296141000001	193.09217
sample_32	HLA-G	158.687843	4.206594
sample_33	HLA-A	36067.545166	734.7853349999999
sample_33	HLA-B	55782.795602	1230.595442
sample_33	HLA-C	29869.021399	726.787785
sample_33	HLA-DMA	2220.002294	91.782495
sample_33	HLA-DMB	1034.38396	27.223052
sample_33	HLA-DOA	410.000424	3.904044
sample_33	HLA-DOB	573.99605	18.629358
sample_33	HLA-DPA1	8718.009012	476.144439
sample_33	HLA-DPB1	10784.011149	579.195694
sample_33	HLA-DQA1	14565.846199	694.4180650000001
sample_33	HLA-DQB1	11294.718684	238.41569700000002
sample_33	HLA-DRA	48667.050313	1469.585695
sample_33	HLA-DRB1	22350.301367	667.060708
sample_33	HLA-DRB5	6290.969411	177.869972
sample_33	HLA-E	12975.598752	278.545762
sample_33	HLA-F	2940.796115	78.143778
sample_33	HLA-G	138.465309	3.522214
sample_34	HLA-A	31045.779911	626.673675
sample_34	HLA-B	41403.699911	887.05947
sample_34	HLA-C	19921.992584	427.457295
sample_34	HLA-DMA	2355.00102	107.046847
sample_34	HLA-DMB	704.039906	19.510963
sample_34	HLA-DOA	649.000282	8.122217
sample_34	HLA-DOB	847.971586	26.397064
sample_34	HLA-DPA1	13273.005755	775.1495719999999
sample_34	HLA-DPB1	10537.004569	563.610572
sample_34	HLA-DQA1	20640.613698	1985.2876919999999
sample_34	HLA-DQB1	13222.999967	288.36073400000004
sample_34	HLA-DRA	82708.035856	2638.736513
sample_34	HLA-DRB1	25181.186316	937.685883
sample_34	HLA-DRB5	10876.316032	317.440574
sample_34	HLA-E	8700.003771	180.811284
sample_34	HLA-F	4815.8711920000005	128.419198
sample_34	HLA-G	7.000003	0.163966
sample_35	HLA-A	60808.730692	1085.13841
sample_35	HLA-B	79591.445342	1505.470237
sample_35	HLA-C	27049.790996	602.057067
sample_35	HLA-DMA	2867.0385459999998	114.880802
sample_35	HLA-DMB	784.311092	19.828452
sample_35	HLA-DOA	639.008591	8.13577
sample_35	HLA-DOB	1181.962289	31.522754
sample_35	HLA-DPA1	11869.159577	627.291054
sample_35	HLA-DPB1	16765.225404	727.324606
sample_35	HLA-DQA1	21107.931578	1031.88736
sample_35	HLA-DQB1	13893.723124	277.179777
sample_35	HLA-DRA	34327.461523	1029.322491
sample_35	HLA-DRB1	36497.567135	1026.493292
sample_35	HLA-DRB5	16284.914597	425.145487
sample_35	HLA-E	14297.139108	255.585345
sample_35	HLA-F	7533.978193	176.022318
sample_35	HLA-G	131.840497	3.387133
sample_36	HLA-A	35296.51935	718.33706
sample_36	HLA-B	47083.400841	1041.99481
sample_36	HLA-C	18007.672006	427.620695
sample_36	HLA-DMA	1606.0193299999999	72.844541
sample_36	HLA-DMB	751.172918	20.484613
sample_36	HLA-DOA	661.0079559999999	8.061076
sample_36	HLA-DOB	199.909402	5.699345999999999
sample_36	HLA-DPA1	8546.102861	480.841377
sample_36	HLA-DPB1	4057.048831	218.07570199999998
sample_36	HLA-DQA1	7234.475501	712.34123
sample_36	HLA-DQB1	6216.056353	288.756258
sample_36	HLA-DRA	24204.291324	764.236539
sample_36	HLA-DRB1	7544.898013	222.167115
sample_36	HLA-DRB5	6053.265655	173.541981
sample_36	HLA-E	10206.872333	215.503238
sample_36	HLA-F	4614.083278	123.558223
sample_36	HLA-G	135.327633	3.386898
sample_37	HLA-A	45693.648162	781.7543959999999
sample_37	HLA-B	42520.03192	777.026791
sample_37	HLA-C	32064.721306	702.190613
sample_37	HLA-DMA	2349.035111	86.911556
sample_37	HLA-DMB	407.603515	9.691719
sample_37	HLA-DOA	446.006667	3.873857
sample_37	HLA-DOB	996.5437569999999	27.531308
sample_37	HLA-DPA1	10278.153629	380.868088
sample_37	HLA-DPB1	16538.24578	744.212945
sample_37	HLA-DQA1	18825.365041	1740.745742
sample_37	HLA-DQB1	9117.192705	171.093489
sample_37	HLA-DRA	76778.147611	2164.665715
sample_37	HLA-DRB1	25846.65411	669.007477
sample_37	HLA-DRB5	13656.188527	333.789053
sample_37	HLA-E	5510.037061	87.852438
sample_37	HLA-F	2863.9872379999997	65.292428
sample_37	HLA-G	259.76275599999997	5.608238
sample_38	HLA-A	44335.510346	862.3822230000001
sample_38	HLA-B	55501.953199999996	1159.437345
sample_38	HLA-C	33580.445689	736.249347
sample_38	HLA-DMA	926.013527	39.999619
sample_38	HLA-DMB	432.372158	11.318759
sample_38	HLA-DOA	350.005113	6.189816
sample_38	HLA-DOB	167.84858100000002	4.843024000000001
sample_38	HLA-DPA1	3829.055933	201.28222300000002
sample_38	HLA-DPB1	2175.031771	110.279345
sample_38	HLA-DQA1	7704.141444	717.326482
sample_38	HLA-DQB1	4258.829546	87.769121
sample_38	HLA-DRA	12599.184037	381.243296
sample_38	HLA-DRB1	19820.151661	573.504687
sample_38	HLA-DRB5	1850.819031	50.329004
sample_38	HLA-E	5416.395945	110.41458300000001
sample_38	HLA-F	2151.411154	56.997144000000006
sample_38	HLA-G	29.914995	0.694184
sample_39	HLA-A	30803.007069	653.9753509999999
sample_39	HLA-B	33977.380324	777.8073089999999
sample_39	HLA-C	29845.528643	820.553411
sample_39	HLA-DMA	2559.019378	112.04924199999999
sample_39	HLA-DMB	842.621671	23.581368
sample_39	HLA-DOA	255.001931	4.532359
sample_39	HLA-DOB	303.596472	10.093545
sample_39	HLA-DPA1	17560.132975	767.58909
sample_39	HLA-DPB1	7718.058446	454.46164400000004
sample_39	HLA-DQA1	11136.674497	1039.452819
sample_39	HLA-DQB1	6458.712073000001	142.659017
sample_39	HLA-DRA	41581.314879	1325.356321
sample_39	HLA-DRB1	20892.089537	667.285846
sample_39	HLA-DRB5	6147.568196	184.218751
sample_39	HLA-E	5926.091333	126.459663
sample_39	HLA-F	5273.422174	148.480592
sample_39	HLA-G	185.102178	5.00296
sample_40	HLA-A	22189.149894000002	459.837697
sample_40	HLA-B	50606.237585999996	1120.596071
sample_40	HLA-C	36520.758918	982.90221
sample_40	HLA-DMA	2803.011779	121.432496
sample_40	HLA-DMB	813.927235	22.539118
sample_40	HLA-DOA	223.000937	3.303126
sample_40	HLA-DOB	171.26813199999998	6.234133
sample_40	HLA-DPA1	7665.03221	425.752339
sample_40	HLA-DPB1	6308.0265070000005	340.591996
sample_40	HLA-DQA1	11280.439051000001	1065.81652
sample_40	HLA-DQB1	5606.444802999999	123.367942
sample_40	HLA-DRA	39497.165974	1255.955673
sample_40	HLA-DRB1	13121.951916000002	429.86777500000005
sample_40	HLA-DRB5	4512.156751	132.056792
sample_40	HLA-E	6250.9465390000005	130.179487
sample_40	HLA-F	2805.195884	80.276625
sample_40	HLA-G	107.62648300000001	3.458243
sample_41	HLA-A	20915.037349	483.013615
sample_41	HLA-B	44675.871526999996	1102.1810759999998
sample_41	HLA-C	34901.326894	1071.371384
sample_41	HLA-DMA	1485.002031	76.161569
sample_41	HLA-DMB	438.751464	13.585323
sample_41	HLA-DOA	464.000635	8.242517
sample_41	HLA-DOB	122.901018	4.005692
sample_41	HLA-DPA1	8445.011553	554.808344
sample_41	HLA-DPB1	6919.009464	436.143778
sample_41	HLA-DQA1	8286.649589	1030.400784
sample_41	HLA-DQB1	1937.96974	47.074926000000005
sample_41	HLA-DRA	43552.059576	1546.751357
sample_41	HLA-DRB1	25440.195401	897.012926
sample_41	HLA-DRB5	6902.106337	226.318854
sample_41	HLA-E	4860.338173	110.016137
sample_41	HLA-F	2417.180349	72.788707
sample_41	HLA-G	93.524289	2.893644
sample_42	HLA-A	39005.524766	847.224523
sample_42	HLA-B	46711.475815	1073.376
sample_42	HLA-C	28435.733785	687.6969459999999
sample_42	HLA-DMA	1253.002048	57.382284999999996
sample_42	HLA-DMB	438.667414	12.615383
sample_42	HLA-DOA	156.000255	1.630056
sample_42	HLA-DOB	175.716488	5.574369000000001
sample_42	HLA-DPA1	5572.009107	348.361495
sample_42	HLA-DPB1	4708.007695	265.339769
sample_42	HLA-DQA1	6219.423494	730.760251
sample_42	HLA-DQB1	1978.987094	45.370446
sample_42	HLA-DRA	26545.043383	881.202157
sample_42	HLA-DRB1	16075.687256000001	524.087172
sample_42	HLA-DRB5	4516.41347	137.223364
sample_42	HLA-E	9468.591906	221.334929
sample_42	HLA-F	1948.559532	56.50043
sample_42	HLA-G	10.001091	0.257295
sample_43	HLA-A	47148.20803	1049.2187430000001
sample_43	HLA-B	47181.908461	1111.4025139999999
sample_43	HLA-C	35655.593695	992.1247979999999
sample_43	HLA-DMA	1388.0002789999999	67.897267
sample_43	HLA-DMB	232.646671	7.446394
sample_43	HLA-DOA	130.000026	3.24655
sample_43	HLA-DOB	140.816349	4.409578000000001
sample_43	HLA-DPA1	4163.000833	269.84002499999997
sample_43	HLA-DPB1	3919.0007840000003	231.110959
sample_43	HLA-DQA1	5857.785758	300.589825
sample_43	HLA-DQB1	3630.8362979999997	85.952575
sample_43	HLA-DRA	17805.003564	619.115614
sample_43	HLA-DRB1	10983.014709	374.823181
sample_43	HLA-DRB5	4332.194803	136.210864
sample_43	HLA-E	12067.784117	274.874613
sample_43	HLA-F	2603.0492209999998	79.944436
sample_43	HLA-G	213.04990800000002	5.963031
sample_44	HLA-A	33457.843071	610.662759
sample_44	HLA-B	22984.924739	472.27893700000004
sample_44	HLA-C	20757.94106	491.678766
sample_44	HLA-DMA	1087.02132	42.613164
sample_44	HLA-DMB	266.412993	6.651667
sample_44	HLA-DOA	178.003491	2.549394
sample_44	HLA-DOB	182.61913900000002	6.4716949999999995
sample_44	HLA-DPA1	6091.119465	327.213722
sample_44	HLA-DPB1	4623.090672	215.610681
sample_44	HLA-DQA1	11644.200684	1136.6926839999999
sample_44	HLA-DQB1	4991.678172999999	99.184091
sample_44	HLA-DRA	36084.707727	1053.159317
sample_44	HLA-DRB1	12936.211273	411.310434
sample_44	HLA-DRB5	6916.4948	181.021465
sample_44	HLA-E	8526.165498	159.614247
sample_44	HLA-F	3607.769268	88.84235199999999
sample_44	HLA-G	120.578588	2.6749159999999996
sample_45	HLA-A	68963.922496	1470.56221
sample_45	HLA-B	68455.763947	1530.3538270000001
sample_45	HLA-C	46082.642586	1110.584774
sample_45	HLA-DMA	1529.588702	74.415739
sample_45	HLA-DMB	408.111186	11.735889
sample_45	HLA-DOA	649.00065	6.778642
sample_45	HLA-DOB	110.642661	4.338805
sample_45	HLA-DPA1	14999.015011	671.837989
sample_45	HLA-DPB1	11733.011138	676.896394
sample_45	HLA-DQA1	20855.964956	2133.935112
sample_45	HLA-DQB1	15080.942345	347.91153399999996
sample_45	HLA-DRA	48173.048213	1610.27533
sample_45	HLA-DRB1	24504.031413999997	910.167979
sample_45	HLA-DRB5	6638.672094	200.303066
sample_45	HLA-E	20960.099537000002	466.346906
sample_45	HLA-F	7406.527064999999	209.233144
sample_45	HLA-G	119.653469	3.310931
sample_46	HLA-A	105715.02557200001	2154.877613
sample_46	HLA-B	99032.65317800001	2162.1687850000003
sample_46	HLA-C	92097.779536	2336.296955
sample_46	HLA-DMA	2065.001171	93.452836
sample_46	HLA-DMB	1556.200283	43.241045
sample_46	HLA-DOA	545.00031	7.1833279999999995
sample_46	HLA-DOB	261.763	8.665683
sample_46	HLA-DPA1	12128.006879	686.634528
sample_46	HLA-DPB1	14860.008431	807.219449
sample_46	HLA-DQA1	22009.413037	2094.8256269999997
sample_46	HLA-DQB1	13294.197984	294.337519
sample_46	HLA-DRA	24193.013725	786.635601
sample_46	HLA-DRB1	50884.311698	1586.010034
sample_46	HLA-DRB5	15373.538776	453.139158
sample_46	HLA-E	28565.701469	574.090831
sample_46	HLA-F	6614.889249	182.19935900000002
sample_46	HLA-G	553.335012	14.363244000000002
sample_47	HLA-A	29479.356420999997	674.4383170000001
sample_47	HLA-B	30721.916081	751.429192
sample_47	HLA-C	14640.208398	410.259938
sample_47	HLA-DMA	1417.039551	71.122719
sample_47	HLA-DMB	480.36649	14.683988
sample_47	HLA-DOA	186.005191	3.892689
sample_47	HLA-DOB	52.219203	1.644651
sample_47	HLA-DPA1	6770.188962	442.60449400000005
sample_47	HLA-DPB1	6003.167148	373.251973
sample_47	HLA-DQA1	7800.240659	843.118927
sample_47	HLA-DQB1	5059.789552	122.77770699999999
sample_47	HLA-DRA	14104.393666	496.625903
sample_47	HLA-DRB1	15155.563712	508.35376599999995
sample_47	HLA-DRB5	7098.426054	228.935491
sample_47	HLA-E	8217.202406	191.803137
sample_47	HLA-F	4095.455434	122.908589
sample_47	HLA-G	112.33631299999999	3.2111650000000003
sample_48	HLA-A	49877.485409	1055.244002
sample_48	HLA-B	45332.90348	1012.403943
sample_48	HLA-C	30964.518580999997	874.7718120000001
sample_48	HLA-DMA	2853.0036170000003	129.290024
sample_48	HLA-DMB	295.626661	8.325135
sample_48	HLA-DOA	275.00034900000003	2.794895
sample_48	HLA-DOB	65.378987	1.877378
sample_48	HLA-DPA1	4753.006025	286.47031400000003
sample_48	HLA-DPB1	4937.006257	276.204331
sample_48	HLA-DQA1	6326.861583	313.737093
sample_48	HLA-DQB1	3491.1684400000004	77.398708
sample_48	HLA-DRA	22226.028173	722.897734
sample_48	HLA-DRB1	11532.166594	360.874183
sample_48	HLA-DRB5	3337.698555	98.686004
sample_48	HLA-E	5735.709981	125.079726
sample_48	HLA-F	2030.0400710000001	58.59728
sample_48	HLA-G	26.902466	0.778694
sample_49	HLA-A	41227.042045	851.772155
sample_49	HLA-B	51456.640297000005	1128.692284
sample_49	HLA-C	27615.862011	685.456257
sample_49	HLA-DMA	3051.059635	132.938954
sample_49	HLA-DMB	745.326697	20.72386
sample_49	HLA-DOA	281.005492	3.205565
sample_49	HLA-DOB	203.22635400000001	7.549887999999999
sample_49	HLA-DPA1	10514.205506	437.535791
sample_49	HLA-DPB1	7074.138266999999	389.874048
sample_49	HLA-DQA1	10272.941188	1059.929044
sample_49	HLA-DQB1	8849.296394	196.01123199999998
sample_49	HLA-DRA	28120.549631	900.813664
sample_49	HLA-DRB1	12516.406207	407.51050399999997
sample_49	HLA-DRB5	8470.989888	249.272774
sample_49	HLA-E	13488.919020000001	270.758819
sample_49	HLA-F	5326.244974	144.60968699999998
sample_49	HLA-G	175.360037	4.591322
sample_50	HLA-A	31833.474934	628.267087
sample_50	HLA-B	40654.083983	849.776732
sample_50	HLA-C	31183.278432000003	729.507746
sample_50	HLA-DMA	1556.014898	68.559113
sample_50	HLA-DMB	468.748339	12.634602
sample_50	HLA-DOA	248.002374	3.6698129999999995
sample_50	HLA-DOB	137.371733	4.135141
sample_50	HLA-DPA1	8161.078135	337.982619
sample_50	HLA-DPB1	5459.05226	275.016437
sample_50	HLA-DQA1	7646.358114	372.52905300000003
sample_50	HLA-DQB1	4693.575624	99.64069599999999
sample_50	HLA-DRA	24966.239031	781.900017
sample_50	HLA-DRB1	11530.113881	348.25136399999997
sample_50	HLA-DRB5	2224.586761	62.165564
sample_50	HLA-E	5061.261479	99.18651700000001
sample_50	HLA-F	2189.805887	59.753752
sample_50	HLA-G	119.571753	2.95959
